"game_id","team_side","batting_order","batter_id","batter_name","batter_team","pitcher_id","pitcher_name","pitcher_team","batter_hand","pitcher_hand","batter_pa","pitcher_bf","batter_split_pa","pitcher_split_bf","batter_form_confidence","pitcher_form_confidence","p_BB","p_HBP","p_K","p_1B","p_2B","p_3B","p_HR","p_OUT","p_hit","p_xbh","p_on_base","estimated_woba","probability_sum","matchup_reliability","input_status","model_version","simulation_weight","throws","pitcher_role","availability_score"
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","623454","Drew Anderson","Detroit Tigers","L","R",537,415,379,225,0.359,0.31,0.0608274951887506,0.00343754753354869,0.166678236230496,0.164364215087132,0.0500206445257414,0.00324405330509586,0.0304784669296496,0.520949341199586,0.248107379847619,0.0837431647604868,0.312372422569918,0.317434556077534,1,68.2667595889316,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","689225","Beau Brieske","Detroit Tigers","L","U",537,0,0,0,0.359,0,0.0610646676467952,0.0127113746346312,0.16885669625219,0.167122715201433,0.0512472494925387,0.0133725717319099,0.0292489549596519,0.49637577008085,0.260991491385534,0.0938687761841005,0.33476753366696,0.341553000531912,1,25.5020352781547,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","700270","Yilber Díaz","Detroit Tigers","L","U",537,0,0,0,0.359,0,0.0610646676467952,0.0127113746346312,0.16885669625219,0.167122715201433,0.0512472494925387,0.0133725717319099,0.0292489549596519,0.49637577008085,0.260991491385534,0.0938687761841005,0.33476753366696,0.341553000531912,1,25.5020352781547,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","805427","Drew Sommers","Detroit Tigers","L","L",537,147,158,77,0.359,0.213,0.0332424861687485,0.0562550353511635,0.219639691232294,0.232990682702902,0.0262398351493959,0.00943672157304881,0.0195551546121744,0.402640393210273,0.288222394037521,0.0552317113346191,0.377719915557433,0.355037283697505,1,52.5541130972173,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.916666666666667,"L","reliever",0.916666666666667
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","641755","Tyler Kinley","Detroit Tigers","L","R",537,207,379,98,0.359,0.187,0.0662424104138646,0.00534504700942582,0.178001411636268,0.128230046817349,0.042247145387516,0.00355845372752754,0.0503606437099134,0.526014841298136,0.224396289642306,0.096166242824957,0.295983747065596,0.321560680184009,1,59.2271171189392,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.905555555555556,"R","reliever",0.905555555555556
"824225","away",1,"664983","Jake McCarthy","Colorado Rockies","640448","Kyle Finnegan","Detroit Tigers","L","R",537,262,379,122,0.359,0.194,0.0709519680406666,0.00347115656281424,0.129194021736284,0.191616400644777,0.0456382091615485,0.0184407273289214,0.0309946544529246,0.509692862072064,0.286689991588172,0.0950735909433945,0.361113116191652,0.367736692684506,1,62.1008603155077,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.894444444444444,"R","reliever",0.894444444444444
"824225","away",2,"691182","Adael Amador","Colorado Rockies","623454","Drew Anderson","Detroit Tigers","U","R",0,415,0,0,0,0.31,0.0958462902003266,0.0134375470799703,0.236052833171791,0.13520484454822,0.0412165107661178,0.00287515941332685,0.0327397547269801,0.442627060093268,0.212036269454645,0.0768314249064248,0.321320106734942,0.316189866374244,1,21.8421052631579,"batter_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",2,"691182","Adael Amador","Colorado Rockies","689225","Beau Brieske","Detroit Tigers","U","U",0,0,0,0,0,0,0.0875567145693427,0.011588754800122,0.217914646518083,0.142730888201502,0.0413572908951722,0.00362848767372241,0.0309448382740099,0.464278379068045,0.218661505044407,0.0759306168429045,0.317806974413872,0.313503824538037,1,0,"league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",2,"691182","Adael Amador","Colorado Rockies","700270","Yilber Díaz","Detroit Tigers","U","U",0,0,0,0,0,0,0.0875567145693427,0.011588754800122,0.217914646518083,0.142730888201502,0.0413572908951722,0.00362848767372241,0.0309448382740099,0.464278379068045,0.218661505044407,0.0759306168429045,0.317806974413872,0.313503824538037,1,0,"league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",2,"691182","Adael Amador","Colorado Rockies","805427","Drew Sommers","Detroit Tigers","U","L",0,147,0,0,0,0.213,0.0813057844661812,0.0149317006187728,0.2665277271508,0.16032837906053,0.0315612268628121,0.00232021491784249,0.0276002290828574,0.415424737840204,0.221810049924041,0.061481670863512,0.318047535008995,0.306172706338712,1,12.9596977329975,"batter_league_fallback","multinomial_log5_platoon_form_v1",0.916666666666667,"L","reliever",0.916666666666667
"824225","away",2,"691182","Adael Amador","Colorado Rockies","641755","Tyler Kinley","Detroit Tigers","U","R",0,207,0,0,0,0.187,0.095017913441508,0.0129110869240118,0.22166744291319,0.127809240748114,0.0355865637908498,0.00197568482868027,0.0363560106063731,0.468676056747273,0.201727499974017,0.0739182592259032,0.309656500339537,0.307615463470474,1,15.8533916849015,"batter_league_fallback","multinomial_log5_platoon_form_v1",0.905555555555556,"R","reliever",0.905555555555556
"824225","away",2,"691182","Adael Amador","Colorado Rockies","640448","Kyle Finnegan","Detroit Tigers","U","R",0,262,0,0,0,0.194,0.106898324897444,0.00760784331103591,0.197964688912912,0.152202939624202,0.0398506209208159,0.00373660390039694,0.0328511026261702,0.458887875807023,0.228641267071585,0.0764383274473831,0.343147435280065,0.334450666537513,1,17.91015625,"batter_league_fallback","multinomial_log5_platoon_form_v1",0.894444444444444,"R","reliever",0.894444444444444
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","623454","Drew Anderson","Detroit Tigers","L","R",312,415,175,225,0.31,0.31,0.111796320790691,0.0123662961680334,0.228178329128162,0.124938340183102,0.0363940968978485,0.0048932821245463,0.0247730820029781,0.456660252704639,0.190998801208475,0.066060461025373,0.315161418167199,0.298545029041301,1,61.563087406015,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","689225","Beau Brieske","Detroit Tigers","L","U",312,0,0,0,0.31,0,0.0820204027323007,0.012331388976453,0.230336850121819,0.135073014115203,0.0549090000233347,0.00917827882814992,0.0255522438986851,0.450598821304054,0.224712536865373,0.0896395227501697,0.319064328574127,0.318102215606919,1,21.328125,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","700270","Yilber Díaz","Detroit Tigers","L","U",312,0,0,0,0.31,0,0.0820204027323007,0.012331388976453,0.230336850121819,0.135073014115203,0.0549090000233347,0.00917827882814992,0.0255522438986851,0.450598821304054,0.224712536865373,0.0896395227501697,0.319064328574127,0.318102215606919,1,21.328125,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","805427","Drew Sommers","Detroit Tigers","L","L",312,147,137,77,0.31,0.213,0.0366493515268872,0.0121759479740941,0.348802119794721,0.175298974137084,0.0467467714267833,0.00171947804790952,0.0167135383795375,0.361893818712984,0.240478761991314,0.0651797878542303,0.289304061492295,0.282560426802354,1,47.8491559655574,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.916666666666667,"L","reliever",0.916666666666667
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","641755","Tyler Kinley","Detroit Tigers","L","R",312,207,175,98,0.31,0.187,0.119329964368236,0.0188463939999153,0.238838729164499,0.0955353432765319,0.0301276209508586,0.00526089219889224,0.040120284169948,0.451940771871119,0.171044140596231,0.0755087973196989,0.309220498964382,0.306185194168302,1,52.5234449360226,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.905555555555556,"R","reliever",0.905555555555556
"824225","away",3,"694249","Cole Carrigg","Colorado Rockies","640448","Kyle Finnegan","Detroit Tigers","L","R",312,262,175,122,0.31,0.194,0.130611316608374,0.0125070220841092,0.177144103245869,0.14588475919175,0.033258222999232,0.0278598711395729,0.0252326290993109,0.447502075631782,0.232235482429866,0.0863507232381158,0.375353821122349,0.362924632435473,1,55.3971881325911,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.894444444444444,"R","reliever",0.894444444444444
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","623454","Drew Anderson","Detroit Tigers","L","R",584,415,399,225,0.324,0.31,0.117925632093685,0.0123932288630862,0.152215776979356,0.174203934629693,0.0437570691335321,0.00141806099877154,0.02863579251511,0.469450504786766,0.248014857277107,0.0738109226474136,0.378333718233878,0.357620157239229,1,68.9781467026344,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","689225","Beau Brieske","Detroit Tigers","L","U",584,0,0,0,0.324,0,0.110398260338789,0.0143556336839532,0.158725883211782,0.168736987025938,0.0478088658143329,0.00477902883884443,0.0273323369497369,0.467863004136624,0.248657218628852,0.0799202316029142,0.373411112651594,0.356675680336377,1,26.0714285714286,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","700270","Yilber Díaz","Detroit Tigers","L","U",584,0,0,0,0.324,0,0.110398260338789,0.0143556336839532,0.158725883211782,0.168736987025938,0.0478088658143329,0.00477902883884443,0.0273323369497369,0.467863004136624,0.248657218628852,0.0799202316029142,0.373411112651594,0.356675680336377,1,26.0714285714286,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","805427","Drew Sommers","Detroit Tigers","L","L",584,147,185,77,0.324,0.213,0.0878555365552693,0.0195661382716567,0.207147084706146,0.22555791342573,0.0280075915783845,0.00213383014280228,0.017952572715194,0.411779332604817,0.273651907862111,0.0480939944363808,0.381073582689037,0.34734176333088,1,53.7005609898301,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.916666666666667,"L","reliever",0.916666666666667
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","641755","Tyler Kinley","Detroit Tigers","L","R",584,207,399,98,0.324,0.187,0.127657476646022,0.0191553078307121,0.16158686979612,0.135095953053026,0.036736532349729,0.00154621578509513,0.0470337071033023,0.471187937435994,0.220412408291152,0.0853164552381264,0.367225192767886,0.363263067226581,1,59.938504232642,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.905555555555556,"R","reliever",0.905555555555556
"824225","away",4,"681198","TJ Rumfield","Colorado Rockies","640448","Kyle Finnegan","Detroit Tigers","L","R",584,262,399,122,0.324,0.194,0.136522857725169,0.0124206008235119,0.117099714150284,0.201565412780887,0.0396241702089584,0.00800050906493902,0.0289025081440931,0.455864227102157,0.278092600198878,0.0765271874179906,0.427036058747558,0.400229974240516,1,62.8122474292105,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.894444444444444,"R","reliever",0.894444444444444
"824225","away",5,"666160","Mickey Moniak","Colorado Rockies","623454","Drew Anderson","Detroit Tigers","L","R",399,415,312,225,0.248,0.31,0.060700140242116,0.00320577602938489,0.263558572877742,0.11968933332582,0.0381528600905594,0.00255125924221949,0.0572580313210685,0.45488402687109,0.217651483979668,0.0979621506538474,0.281557400251169,0.315896022720443,1,65.5082009844238,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",5,"666160","Mickey Moniak","Colorado Rockies","689225","Beau Brieske","Detroit Tigers","L","U",399,0,0,0,0.248,0,0.0610128886445045,0.00889387532660087,0.257150752785754,0.126091070755472,0.0399812798618418,0.00778442870161957,0.0460828028298306,0.453002901094377,0.219939582148764,0.0938485113932919,0.289846346119869,0.313809555155846,1,23.313856427379,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",5,"666160","Mickey Moniak","Colorado Rockies","700270","Yilber Díaz","Detroit Tigers","L","U",399,0,0,0,0.248,0,0.0610128886445045,0.00889387532660087,0.257150752785754,0.126091070755472,0.0399812798618418,0.00778442870161957,0.0460828028298306,0.453002901094377,0.219939582148764,0.0938485113932919,0.289846346119869,0.313809555155846,1,23.313856427379,"pitcher_league_fallback","multinomial_log5_platoon_form_v1",1,"R","reliever",1
"824225","away",5,"666160","Mickey Moniak","Colorado Rockies","805427","Drew Sommers","Detroit Tigers","L","L",399,147,87,77,0.248,0.213,0.0296120593662741,0.0293068387310322,0.397037280723694,0.145498462371079,0.0160283961369827,0.003497888452743,0.0280602988816961,0.350958775336498,0.193085045842501,0.0475865834714218,0.252003943939807,0.251305009683969,1,48.1470363199131,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.916666666666667,"L","reliever",0.916666666666667
"824225","away",5,"666160","Mickey Moniak","Colorado Rockies","641755","Tyler Kinley","Detroit Tigers","L","R",399,207,312,98,0.248,0.187,0.0638765343226941,0.00481672055032934,0.271980115682735,0.0902305148079655,0.0311379948455559,0.00270422851946939,0.0914218536753514,0.443832037595899,0.215494591848342,0.125264077040377,0.284187846721366,0.353533336496224,1,56.4685585144313,"overall_and_platoon_complete","multinomial_log5_platoon_form_v1",0.905555555555556,"R","reliever",0.905555555555556
